transaction_id,transaction_date,country,product_id,product_name,category,price_per_unit,quantity_purchased,cost_price,discount_applied,payment_method,customer_age_group,customer_gender,store_location,sales_representative,total_amount,profit
Mx9110,2024-05-05,China,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.01,23,18.17,0.15,Cash,Young,Female,Chengdu,Li Jie,19.75,1.58
lK2541,2024-04-20,China,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1436.47,1,1210.86,0,Debit Card,Adult,Male,Chengdu,Li Ming,1436.47,225.61
jC4424,2024-01-24,China,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,2.61,2,3.66,0.15,Cash,Senior,Female,Guangzhou,Li Tao,4.44,0.78
zN9841,2024-09-23,China,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1,5,3.95,0.2,Debit Card,Young,Female,Chengdu,Wang Tao,4.00,0.05
mQ1816,2024-11-02,China,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,173.72,1,116.07,0.15,Cash,Senior,Female,Beijing,Zhang Wei,147.66,31.59
fR4297,2024-10-21,China,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,141.34,2,214.28,0.2,Mobile Wallet,Senior,Male,Guangzhou,Li Ming,226.14,11.86
ae5857,2024-06-26,China,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,3.56,2,4.36,0.15,Cash,Adult,Male,Guangzhou,Chen Wei,6.05,1.69
Dn3878,2024-01-14,China,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,173.78,3,365.31,0.1,Cash,Young,Female,Guangzhou,Chen Bo,469.21,103.90
IX7578,2024-05-05,Canada,9a8e52da-5c4f-4ae1-ad7d-78bd2b5b6e7a,Samsung QLED TV,Electronics,1050.57,1,830.1,0,Cash,Young,Male,Vancouver,Lucas Smith,1050.57,220.47
OY4304,2024-08-23,Canada,30ce3a29-475a-4b31-b3b3-3799ab80e5a0,Nike Air Max,Footwear,123.71,3,302.1,0.05,Cash,Adult,Male,Montreal,William Campbell,352.57,50.47
pt3555,2024-08-11,Canada,2990a5aa-c681-4a51-92e4-b7baab33e3ca,Yeti Tumbler,Outdoor,28.82,2,37.58,0,Credit Card,Senior,Male,Vancouver,Lucas Campbell,57.64,20.06
RN1594,2024-05-01,Canada,e7c2e0e7-d083-46d7-a9f0-853dd88bc2d9,iPhone 14,Electronics,1068.88,2,1471,0.05,Mobile Wallet,Young,Female,Toronto,Emma Wilson,2030.87,559.87
vf9330,2024-02-26,Canada,2990a5aa-c681-4a51-92e4-b7baab33e3ca,Yeti Tumbler,Outdoor,44.49,2,53.92,0.2,Cash,Adult,Male,Montreal,William Smith,71.18,17.26
mH4764,2024-09-07,Canada,2990a5aa-c681-4a51-92e4-b7baab33e3ca,Yeti Tumbler,Outdoor,39.63,4,108.4,0.15,Debit Card,Adult,Male,Vancouver,Olivia Johnson,134.74,26.34
hU6903,2024-09-05,Nigeria,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,66.33,2,100.72,0.1,Debit Card,Young,Female,Lagos,Chioma Eze,119.39,18.67
qX4500,2024-03-05,Nigeria,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,42.61,1,34.34,0.1,Credit Card,Young,Female,Benin City,Kelechi Okafor,38.35,4.01
fw0965,2024-11-19,Nigeria,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1136.69,1,858.26,0.2,Online Payment,Senior,Male,Ibadan,Chioma Adebayo,909.35,51.09
tn2640,2024-05-01,Nigeria,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,47.34,4,159.52,0.2,Cash,Young,Male,Benin City,Kelechi Chukwu,151.49,-8.03
oC2252,2024-06-08,Nigeria,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.08,12,9.72,0.15,Online Payment,Senior,Female,Benin City,Kelechi Balogun,11.02,1.30
tO2982,2024-06-27,Nigeria,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.38,21,20.16,0,Mobile Wallet,Adult,Male,Ibadan,Chioma Balogun,28.98,8.82
Dv9976,2024-09-04,Nigeria,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1968.38,1,1351.63,0.05,Credit Card,Adult,Male,Ibadan,Emeka Balogun,1869.96,518.33
fV0291,2024-05-09,Nigeria,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,337.62,2,558.96,0.2,Online Payment,Young,Male,Ibadan,Emeka Chukwu,540.19,-18.77
qZ3494,2024-11-19,Nigeria,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1028.66,1,740.9,0.15,Mobile Wallet,Senior,Male,Port Harcourt,Chioma Chukwu,874.36,133.46
Ul0980,2024-09-24,Nigeria,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,68.67,2,107.58,0.2,Credit Card,Adult,Female,Ibadan,Emeka Eze,109.87,2.29
Xl9984,2024-05-31,Nigeria,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,171.53,2,273.06,0.2,Online Payment,Senior,Female,Abuja,Chioma Chukwu,274.45,1.39
xm3682,2024-06-06,Nigeria,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,2.7,4,9.12,0.05,Cash,Senior,Female,Lagos,Ngozi Chukwu,10.26,1.14
Kj2239,2024-02-18,Nigeria,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,39.31,1,32.12,0.15,Debit Card,Senior,Female,Lagos,Tunde Balogun,33.41,1.29
bv4750,2024-06-13,Nigeria,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,2173.93,1,1547.82,0.1,Cash,Adult,Male,Benin City,Ngozi Okafor,1956.54,408.72
qA5059,2024-09-15,Nigeria,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,149.44,1,117.56,0.1,Cash,Young,Male,Lagos,Tunde Balogun,134.50,16.94
wj9253,2024-12-29,United Kingdom,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.05,1,0.67,0,Cash,Adult,Female,Manchester,George Jones,1.05,0.38
Kw8819,2024-06-18,United Kingdom,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,964.5,2,1278.74,0.1,Debit Card,Senior,Female,Liverpool,Oliver Brown,1736.10,457.36
fz8508,2024-12-08,Canada,bb267597-e2b6-4639-93b3-12855a26e077,Doritos Chips,Snacks,4.7,10,34.8,0.2,Credit Card,Senior,Male,Calgary,Thomas Lee,37.60,2.80
TN1823,2024-07-20,Canada,30ce3a29-475a-4b31-b3b3-3799ab80e5a0,Nike Air Max,Footwear,157.24,3,317.76,0.05,Online Payment,Young,Male,Calgary,Noah Gagnon,448.13,130.37
EX0963,2024-06-27,Canada,e7c2e0e7-d083-46d7-a9f0-853dd88bc2d9,iPhone 14,Electronics,949.01,2,1435.42,0,Mobile Wallet,Adult,Male,Calgary,Emma Johnson,1898.02,462.60
dQ8637,2024-07-02,Canada,e7c2e0e7-d083-46d7-a9f0-853dd88bc2d9,iPhone 14,Electronics,1006.52,2,1215.42,0.2,Online Payment,Senior,Male,Toronto,Liam Roy,1610.43,395.01
YQ9473,2024-07-16,Canada,ec3f984c-1d68-44f0-80d7-4f759657bf53,The North Face Jacket,Apparel,215.8,1,145.81,0.15,Credit Card,Adult,Female,Toronto,William Brown,183.43,37.62
Zk3753,2024-04-24,Canada,468877b4-2e66-45c5-a2f1-bb14b5a87270,Apple MacBook Pro,Electronics,2286.98,1,1635.94,0.15,Mobile Wallet,Young,Female,Toronto,Thomas Roy,1943.93,307.99
Mv2663,2024-01-28,Canada,30ce3a29-475a-4b31-b3b3-3799ab80e5a0,Nike Air Max,Footwear,158.73,3,348.63,0.05,Online Payment,Adult,Female,Toronto,Benjamin Gagnon,452.38,103.75
pg2970,2024-09-21,United Kingdom,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,937.88,1,761.26,0.15,Debit Card,Young,Male,Glasgow,Oliver Smith,797.20,35.94
iX0917,2024-07-03,United Kingdom,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,73.82,3,138.75,0.05,Debit Card,Young,Female,London,Emily Brown,210.39,71.64
KT2756,2024-12-01,United Kingdom,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1000.77,2,1237.72,0.15,Credit Card,Adult,Male,Manchester,George Brown,1701.31,463.59
qG7504,2024-03-04,United Kingdom,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,318.31,1,212.68,0.15,Credit Card,Adult,Male,London,George Taylor,270.56,57.88
Vf7865,2024-05-26,United Kingdom,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,54.61,2,75.58,0.2,Debit Card,Adult,Female,Manchester,George Jones,87.38,11.80
NL1721,2024-08-04,United Kingdom,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.23,22,18.92,0.1,Debit Card,Adult,Female,London,Harry Smith,24.35,5.43
OA1249,2024-01-21,United Kingdom,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,58.18,4,177.56,0.05,Online Payment,Senior,Female,Liverpool,George Wilson,221.08,43.52
oS1160,2024-03-17,United Kingdom,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,3.03,7,16.38,0.05,Debit Card,Senior,Female,London,Harry Jones,20.15,3.77
JU9064,2024-12-10,United Kingdom,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1650.44,1,1227.34,0.1,Debit Card,Adult,Female,Birmingham,Emily Taylor,1485.40,258.06
qf0195,2024-07-04,United Kingdom,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,2300.9,1,1440.17,0.1,Online Payment,Adult,Female,Liverpool,Emily Smith,2070.81,630.64
Sz7429,2024-02-16,United Kingdom,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,137.91,2,180.96,0.1,Debit Card,Senior,Male,Glasgow,George Wilson,248.24,67.28
lZ3143,2024-09-27,Canada,ec3f984c-1d68-44f0-80d7-4f759657bf53,The North Face Jacket,Apparel,198.87,1,167.8,0.2,Credit Card,Senior,Male,Ottawa,Chloe Johnson,159.10,-8.70
HN0279,2024-02-03,Canada,98284056-f26a-4293-acf3-6a65304b4d38,Coca-Cola Can,Beverages,1.39,12,10.32,0.05,Cash,Adult,Male,Montreal,Emma Smith,15.85,5.53
eU7450,2024-05-28,Canada,ec3f984c-1d68-44f0-80d7-4f759657bf53,The North Face Jacket,Apparel,215.25,2,296.02,0.05,Debit Card,Adult,Male,Toronto,Noah Martin,408.98,112.96
ok1822,2024-01-22,Canada,efcae66c-d9ee-4629-8a67-274c04d7c178,KitchenAid Mixer,Home Appliances,366.75,1,284.68,0.2,Cash,Young,Female,Vancouver,Thomas Gagnon,293.40,8.72
dl1856,2024-05-02,Canada,30ce3a29-475a-4b31-b3b3-3799ab80e5a0,Nike Air Max,Footwear,142.87,1,114.44,0.1,Online Payment,Senior,Male,Ottawa,Lucas Martin,128.58,14.14
xd9770,2024-02-17,Canada,9a8e52da-5c4f-4ae1-ad7d-78bd2b5b6e7a,Samsung QLED TV,Electronics,1134,1,751.77,0.2,Mobile Wallet,Senior,Male,Ottawa,Thomas Campbell,907.20,155.43
FJ8273,2024-01-24,Canada,98284056-f26a-4293-acf3-6a65304b4d38,Coca-Cola Can,Beverages,1.24,22,18.26,0.05,Cash,Senior,Male,Toronto,Thomas Brown,25.92,7.66
bk9228,2024-12-30,Canada,efcae66c-d9ee-4629-8a67-274c04d7c178,KitchenAid Mixer,Home Appliances,423.22,1,311.96,0.2,Debit Card,Adult,Male,Montreal,Benjamin Johnson,338.58,26.62
HL8677,2024-10-09,Canada,30ce3a29-475a-4b31-b3b3-3799ab80e5a0,Nike Air Max,Footwear,152.07,2,213.3,0.2,Mobile Wallet,Young,Male,Calgary,Chloe Wilson,243.31,30.01
GP4617,2024-12-27,United Kingdom,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,4.25,5,15.2,0.05,Credit Card,Senior,Male,London,Emily Taylor,20.19,4.99
yS1631,2024-04-06,United Kingdom,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,964.89,2,1432.42,0,Online Payment,Adult,Female,Manchester,George Jones,1929.78,497.36
ji9404,2024-11-11,United Kingdom,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,165.06,1,121.74,0.2,Mobile Wallet,Adult,Female,Manchester,George Brown,132.05,10.31
nA7481,2024-06-22,United Kingdom,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,30.33,1,20.41,0,Debit Card,Young,Male,Manchester,Emily Jones,30.33,9.92
xj3767,2024-01-28,China,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1599.69,1,1162.75,0.2,Cash,Young,Male,Guangzhou,Zhang Jie,1279.75,117.00
Hj9786,2024-01-17,China,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,178.53,2,266.86,0,Cash,Adult,Female,Beijing,Li Bo,357.06,90.20
Vg7948,2024-06-17,China,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1512.49,1,918.29,0.2,Debit Card,Adult,Female,Guangzhou,Chen Jie,1209.99,291.70
GQ3356,2024-08-27,China,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,4.9,2,8.18,0,Online Payment,Senior,Female,Chengdu,Liu Jie,9.80,1.62
Zn6602,2024-06-03,China,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,397,1,278.61,0.2,Debit Card,Young,Male,Guangzhou,Wang Bo,317.60,38.99
BS1092,2024-03-01,United Kingdom,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,31.34,4,98.32,0.2,Debit Card,Senior,Male,Liverpool,Oliver Smith,100.29,1.97
MZ5674,2024-05-16,United Kingdom,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1096.05,1,720.4,0.2,Online Payment,Senior,Male,Birmingham,Jack Jones,876.84,156.44
gT6020,2024-04-29,United Kingdom,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,2.62,8,17.76,0,Mobile Wallet,Senior,Female,Manchester,Emily Wilson,20.96,3.20
xR9037,2024-09-07,United Kingdom,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,31.76,1,21.12,0.15,Online Payment,Adult,Male,Manchester,Harry Wilson,27.00,5.88
Xx5755,2024-12-22,United Kingdom,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,351.76,2,536.98,0.1,Online Payment,Adult,Female,Manchester,George Smith,633.17,96.19
UP5044,2024-12-30,United Kingdom,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,121.51,1,76.41,0.15,Cash,Senior,Female,Manchester,Emily Wilson,103.28,26.87
fE9813,2024-01-09,United Kingdom,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,151.74,3,309.81,0.2,Credit Card,Young,Female,London,Oliver Brown,364.18,54.37
eO6871,2024-12-24,United Kingdom,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,149.76,1,106.42,0.05,Online Payment,Senior,Female,Manchester,Jack Taylor,142.27,35.85
He9688,2024-07-26,United Kingdom,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,396.43,2,585.1,0.1,Mobile Wallet,Senior,Female,Birmingham,Harry Wilson,713.57,128.47
uA0717,2024-09-03,United Kingdom,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,720.93,1,546.75,0.05,Cash,Senior,Female,Birmingham,George Taylor,684.88,138.13
Pf6291,2024-11-29,United Kingdom,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,153.47,1,105.65,0.15,Online Payment,Senior,Male,Manchester,Emily Jones,130.45,24.80
yk5572,2024-07-09,United Kingdom,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.34,4,4.32,0,Debit Card,Young,Male,Birmingham,Harry Taylor,5.36,1.04
Uo4102,2024-08-24,United Kingdom,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1578.79,1,1152.84,0.15,Debit Card,Senior,Female,London,Jack Taylor,1341.97,189.13
hK0348,2024-03-08,United Kingdom,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.29,17,15.98,0.2,Debit Card,Young,Male,London,Emily Smith,17.54,1.56
OZ7003,2024-04-04,Canada,9a8e52da-5c4f-4ae1-ad7d-78bd2b5b6e7a,Samsung QLED TV,Electronics,968.71,1,779.19,0.05,Debit Card,Senior,Male,Ottawa,Emma Tremblay,920.27,141.08
Iw0343,2024-09-29,Canada,bb267597-e2b6-4639-93b3-12855a26e077,Doritos Chips,Snacks,3.67,1,2.97,0.05,Online Payment,Young,Male,Ottawa,Liam Johnson,3.49,0.52
vX5690,2024-06-01,Canada,30ce3a29-475a-4b31-b3b3-3799ab80e5a0,Nike Air Max,Footwear,150.55,3,351.72,0.05,Debit Card,Young,Female,Calgary,Olivia Smith,429.07,77.35
KH8746,2024-08-09,Canada,98284056-f26a-4293-acf3-6a65304b4d38,Coca-Cola Can,Beverages,1.13,1,0.92,0.1,Online Payment,Young,Male,Ottawa,Emma Wilson,1.02,0.10
SI6889,2024-11-27,Canada,ec3f984c-1d68-44f0-80d7-4f759657bf53,The North Face Jacket,Apparel,204.79,1,152.37,0.1,Mobile Wallet,Adult,Male,Calgary,Olivia Gagnon,184.31,31.94
BS9659,2024-09-02,United Kingdom,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1022.43,1,687.44,0.05,Mobile Wallet,Adult,Female,Birmingham,Harry Brown,971.31,283.87
mb2131,2024-11-06,United Kingdom,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,397.68,1,323.88,0.1,Cash,Senior,Female,Glasgow,Harry Jones,357.91,34.03
Ah8506,2024-04-20,United Kingdom,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,386.9,1,294.57,0.1,Credit Card,Young,Female,Glasgow,Jack Wilson,348.21,53.64
Hp8605,2024-08-25,United Kingdom,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1175.24,1,934.85,0.15,Cash,Young,Male,London,Oliver Wilson,998.95,64.10
ur3991,2024-08-17,United Kingdom,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.26,23,23.92,0.2,Debit Card,Adult,Male,Glasgow,Jack Smith,23.18,-0.74
XT9845,2024-06-16,United Kingdom,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,380.1,1,294.38,0.15,Mobile Wallet,Adult,Female,Liverpool,Harry Jones,323.09,28.71
uq0721,2024-12-03,United Kingdom,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,1538.57,1,1083.49,0.1,Online Payment,Young,Male,Manchester,Oliver Wilson,1384.71,301.22
Fh4309,2024-07-21,United Kingdom,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.02,12,9.96,0,Debit Card,Senior,Male,London,George Jones,12.24,2.28
Hc4226,2024-03-22,United Kingdom,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,301.2,2,502.28,0.15,Debit Card,Senior,Female,Manchester,Emily Brown,512.04,9.76
qF4084,2024-10-27,China,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,324.36,2,400.02,0.05,Debit Card,Senior,Female,Chengdu,Wang Ming,616.28,216.26
AW2399,2024-06-26,China,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,69.97,3,161.16,0.05,Online Payment,Young,Female,Chengdu,Wang Wei,199.41,38.25
ac5959,2024-04-10,China,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,75.74,3,180.72,0,Online Payment,Adult,Male,Chengdu,Chen Wei,227.22,46.50
PA5610,2024-02-27,China,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,823.89,1,550.77,0.15,Debit Card,Adult,Male,Beijing,Chen Jie,700.31,149.54
Ef0706,2024-06-17,China,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,151.42,3,372.36,0.05,Debit Card,Young,Female,Beijing,Wang Jie,431.55,59.19
Gp5029,2024-05-09,China,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,1245.78,1,886.85,0.1,Debit Card,Young,Female,Shenzhen,Wang Ming,1121.20,234.35
oN0934,2024-07-04,China,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,26.1,2,33.74,0.2,Online Payment,Adult,Male,Shenzhen,Zhang Jie,41.76,8.02
po2841,2024-03-09,United Kingdom,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,36.14,1,26.43,0.1,Cash,Young,Female,Liverpool,Jack Taylor,32.53,6.10
TP5223,2024-05-03,United Kingdom,6ab425e6-dd99-4d5f-967e-03d84f39f9bf,Nike Air Max,Footwear,145.27,2,237.62,0.1,Credit Card,Adult,Male,Birmingham,Harry Taylor,261.49,23.87
QM9551,2024-06-01,United Kingdom,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,199.61,1,148.15,0,Debit Card,Young,Female,Birmingham,Harry Brown,199.61,51.46
LL5497,2024-04-26,United Kingdom,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,4.06,3,8.76,0.15,Cash,Young,Female,London,Oliver Brown,10.35,1.59
le5142,2024-11-24,United Kingdom,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,56.62,1,42.24,0.2,Credit Card,Adult,Female,Birmingham,George Jones,45.30,3.06
Ut9741,2024-01-24,United Kingdom,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,69.03,3,156.75,0.2,Debit Card,Adult,Female,London,Jack Wilson,165.67,8.92
BM5520,2024-05-03,United Kingdom,3901a68e-35e9-4226-b9a8-059acff44f5d,Doritos Chips,Snacks,4.25,9,23.22,0.1,Credit Card,Young,Male,Birmingham,Jack Brown,34.43,11.21
fG9986,2024-08-23,United Kingdom,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,220.2,2,368.5,0.05,Cash,Senior,Male,Liverpool,George Wilson,418.38,49.88
ri6610,2024-03-20,United Kingdom,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.47,8,8.48,0.15,Debit Card,Young,Female,Liverpool,Emily Smith,10.00,1.52
Rf0309,2024-08-10,United Kingdom,b44dd01a-4794-4d53-a15f-96adc20f9cac,Apple MacBook Pro,Electronics,2192.7,1,1824.51,0.2,Debit Card,Senior,Female,Birmingham,Jack Smith,1754.16,-70.35
Vt8261,2024-03-13,United Kingdom,348773fc-88fb-45d8-8e64-7e11ed3b30dc,Coca-Cola Can,Beverages,1.29,22,19.36,0.1,Credit Card,Adult,Male,Birmingham,George Brown,25.54,6.18
Ig7796,2024-10-02,United Kingdom,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,350.99,2,567.64,0.15,Cash,Adult,Male,Manchester,Jack Taylor,596.68,29.04
jh1918,2024-09-02,United Kingdom,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,373.38,1,256.85,0.05,Online Payment,Senior,Male,Liverpool,Emily Jones,354.71,97.86
wN5891,2024-07-19,United Kingdom,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,904.11,1,738.74,0.2,Credit Card,Young,Male,London,Oliver Smith,723.29,-15.45
SI0798,2024-02-13,United Kingdom,5d904f62-de3d-4d52-a904-c272d3f34318,Yeti Tumbler,Outdoor,25.02,3,57.36,0,Mobile Wallet,Senior,Male,Liverpool,George Taylor,75.06,17.70
kL0969,2024-04-26,United Kingdom,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1079.89,1,693.84,0.1,Online Payment,Adult,Female,Liverpool,Jack Brown,971.90,278.06
kv4298,2024-10-18,United Kingdom,02f54f47-95d5-4c58-bba7-61e66cc857c6,Samsung QLED TV,Electronics,912.56,1,669.08,0,Debit Card,Young,Female,Birmingham,Jack Wilson,912.56,243.48
Mc3116,2024-03-20,United Kingdom,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,147.24,2,228.7,0.1,Mobile Wallet,Senior,Male,Glasgow,Emily Jones,265.03,36.33
DB1864,2024-09-12,USA,5e3d82df-d17f-40e9-b3d7-c68946529392,iPhone 14,Electronics,1033.81,1,633.78,0.2,Credit Card,Senior,Male,Chicago,Michael Bailey,827.05,193.27
xo2445,2024-12-11,Canada,2990a5aa-c681-4a51-92e4-b7baab33e3ca,Yeti Tumbler,Outdoor,46.54,2,65.84,0.2,Credit Card,Young,Female,Vancouver,Thomas Martin,74.46,8.62
Mk8956,2024-02-11,Canada,30ce3a29-475a-4b31-b3b3-3799ab80e5a0,Nike Air Max,Footwear,165.92,2,253.62,0.05,Credit Card,Adult,Female,Vancouver,Thomas Brown,315.25,61.63
zO1782,2024-02-11,Canada,2990a5aa-c681-4a51-92e4-b7baab33e3ca,Yeti Tumbler,Outdoor,26.46,3,51.36,0.15,Cash,Senior,Male,Vancouver,Sophie Gagnon,67.47,16.11
XR6549,2024-07-24,Canada,e7c2e0e7-d083-46d7-a9f0-853dd88bc2d9,iPhone 14,Electronics,984.58,1,592.73,0.15,Mobile Wallet,Senior,Female,Toronto,Benjamin Campbell,836.89,244.16
Ly8554,2024-06-09,Canada,ec3f984c-1d68-44f0-80d7-4f759657bf53,The North Face Jacket,Apparel,165.44,2,254.94,0,Debit Card,Young,Male,Ottawa,Thomas Martin,330.88,75.94
ur2475,2024-01-30,China,492b33a7-ede7-4769-9cfb-ed92773d17e1,KitchenAid Mixer,Home Appliances,304.4,1,220.8,0.1,Cash,Adult,Male,Shenzhen,Li Jie,273.96,53.16
Tb9143,2024-01-12,China,1f6a4984-9b41-4f75-9ead-85e3e7e5ae27,The North Face Jacket,Apparel,134.95,2,170.42,0.05,Mobile Wallet,Young,Male,Guangzhou,Liu Ming,256.41,85.99
AI1919,2024-07-05,China,febceb70-e0c4-4d2e-9c19-bd5301e2c333,Levi's 501 Jeans,Apparel,53.18,1,39.79,0.05,Credit Card,Adult,Male,Shenzhen,Wang Ming,50.52,10.73
